project_id,year,domain,model_type,dataset_size,class_imbalance_ratio,label_noise_level,missing_data_ratio,data_leakage,overfitting_score,train_val_gap,unstable_training,underfitting_flag,accuracy,precision,recall,f1_score,roc_auc,failure_type,applied_augmentation,rebalancing_method,architecture_change,threshold_optimization,post_fix_f1_score
PRJ_559,2025,medical,Hybrid,77831,0.25456885451391265,0.02943566217015373,0.11172894696423583,0,0.33485695099898116,0.1857065681143759,1,1,0.7936017402398419,0.544939140050319,0.5659649128769054,0.7176189830618067,0.7734282120657233,poor_generalization,SMOTE,class_weight,0,0,0.8247519808311513
PRJ_560,2026,recommender,DenseNet,87232,0.2435698941515467,0.11257233974907443,0.14975315927865307,0,0.07596028696491686,0.27816285943572233,0,0,0.8425070614096326,0.5605406491207314,0.9323295569449459,0.774887750490175,0.7727054977489585,class_imbalance,SMOTE,undersampling,0,0,0.962800632700568
PRJ_561,2022,fraud,Hybrid,48902,0.2333207610344652,0.031162137083643147,0.17753625939912585,0,0.623431793443361,0.2577584649127463,0,0,0.5835348081807935,0.6611666559002368,0.7189988739477771,0.48751889547786864,0.7076117605617341,label_noise,MixUp,undersampling,1,1,0.6325643888782166
PRJ_562,2019,finance,CNN,26409,0.18710213374512968,0.25739856681820755,0.18418755522830685,0,0.909718311907776,0.2036981002011501,0,0,0.5862436252328762,0.782644479976991,0.6243459047355675,0.4763487368290083,0.7511009097593139,poor_generalization,MixUp,none,0,0,0.6279275787352638
PRJ_563,2026,recommender,EfficientNet,57572,0.28837075773672627,0.09180183156268297,0.031855195839849776,0,0.7281044923677423,0.26661538211907554,1,0,0.7182250176671032,0.7894682797035016,0.7149281845556061,0.539531399357477,0.8245496034477848,deployment_shift,MixUp,none,1,0,0.7251434747150121
PRJ_564,2025,medical,CNN,89034,0.17100577418083907,0.06751211971325981,0.1191988059750958,0,0.8958542570085304,0.23117989633913716,0,0,0.5530328720724716,0.8577284776799083,0.8511493098189453,0.44377142326424274,0.9384329873168467,class_imbalance,MixUp,oversampling,0,1,0.5291985142228433
PRJ_565,2021,recommender,Transformer,8803,0.05463917024840562,0.10286062185822448,0.19332716754939924,0,0.8179146260466648,0.11619264224357746,0,1,0.7281831661151443,0.582370519181636,0.5210752084814672,0.6643197285793838,0.7589193629133422,class_imbalance,GAN,none,1,1,0.8003569019350865
PRJ_566,2023,finance,Transformer,80706,0.40584737110717306,0.23351868430596345,0.0233320300674566,0,0.982040087590982,0.025213460999904624,1,0,0.5690629604390359,0.6571207602497524,0.9867632759186259,0.5172193612656852,0.7007782118599952,model_complexity,GAN,none,1,1,0.6859498771550473
PRJ_567,2018,computer_vision,XGBoost,104979,0.3861815783498713,0.10703887669648036,0.19805425828883794,1,0.6019877946472101,0.3142471016074575,0,0,0.8032516825987379,0.8581845275570218,0.7272048756407319,0.6166598064928471,0.7659560610813438,deployment_shift,none,none,0,0,0.6696258389791887
PRJ_568,2018,computer_vision,Transformer,16148,0.3613750990740965,0.2099969503656476,0.0015208277287398209,1,0.4419641089467693,0.2578059297739186,0,0,0.6885217607026033,0.7220322457102656,0.5321618486166428,0.6206910948628739,0.8784946614350204,deployment_shift,GAN,undersampling,0,0,0.840623770390055
PRJ_569,2020,recommender,EfficientNet,105535,0.1274497442558505,0.19891891473875759,0.13168637395123495,0,0.22751496307464503,0.040756258401358374,0,0,0.538382301978636,0.8609321199475002,0.9419461187705525,0.4280810312310068,0.8155217101441783,data_quality,none,undersampling,0,0,0.6695444014891172
PRJ_570,2018,medical,Hybrid,56641,0.49233742230049415,0.20587498075725216,0.07952768560207923,0,0.4658713086963684,0.09548587357402544,0,0,0.5707206665856257,0.5387428987252457,0.5813141481578585,0.5053606141162255,0.735817244520445,deployment_shift,none,undersampling,0,1,0.702823668878845
PRJ_571,2025,computer_vision,CNN,117934,0.32793639333932983,0.038681191625945154,0.059902458007051324,0,0.5491556907902392,0.2887412642132449,1,0,0.8438110820989959,0.5246459995119022,0.8471779444976355,0.6551192022490502,0.8912790242263668,poor_generalization,GAN,oversampling,1,1,0.870370748115464
PRJ_572,2025,medical,CNN,82596,0.09905155952504209,0.2541472371009323,0.07743964081465515,0,0.24609912257631594,0.27167898214091185,1,0,0.5784862604681181,0.9207692338456684,0.7155410232417452,0.44626825072084536,0.7404675800847991,poor_generalization,none,undersampling,0,1,0.586871200796883
PRJ_573,2026,fraud,Hybrid,10746,0.36594699486458443,0.17185762548556185,0.10037906354615048,0,0.03409569785327027,0.2739214782583425,0,0,0.6716391133942359,0.7029438763023628,0.5155678689652847,0.4764690763827847,0.9385905705823303,label_noise,none,undersampling,1,0,0.6712536106213978
PRJ_574,2021,nlp,Transformer,49208,0.2443861469729139,0.2159967693098173,0.02124245935806232,0,0.11529125988360023,0.371057082203438,0,0,0.5426046548127206,0.9370911166469768,0.6317213796984047,0.4735023383563378,0.6718689577686697,deployment_shift,SMOTE,none,0,1,0.7043777050885364
PRJ_575,2023,computer_vision,CNN,16566,0.18719501295717722,0.24196878963912097,0.07412737503553277,0,0.9577041070064872,0.012064548602735582,1,0,0.7040554167641607,0.524411020962685,0.6462370166117788,0.5539043241129177,0.8751988075515789,model_complexity,MixUp,undersampling,1,0,0.6091556878748989
PRJ_576,2022,computer_vision,XGBoost,6450,0.16295135139482422,0.007239833607766077,0.15260296519014277,0,0.3298158088563611,0.2601462241981783,0,0,0.7922688048959503,0.7549370281532014,0.9054102689190756,0.5932608880916499,0.7529773289651163,model_complexity,MixUp,undersampling,0,0,0.7790172269390192
PRJ_577,2019,medical,Transformer,37234,0.20887389125026448,0.12850283833048814,0.08284853473565934,0,0.24589793352648104,0.19068477274272566,1,0,0.8908966260001796,0.8309747932399467,0.7206229382155886,0.7113801559736296,0.8348893744310525,deployment_shift,none,class_weight,0,0,0.8259888728973501
PRJ_578,2023,finance,Transformer,3321,0.05,0.01615863433652894,0.017418216105896944,0,0.3246789563378011,0.29620757584714696,1,0,0.6762086975936586,0.6699479105809167,0.9499757019532131,0.5883255154823679,0.6174265886156982,poor_generalization,GAN,class_weight,0,0,0.7874159981837721
PRJ_579,2024,nlp,Hybrid,62089,0.6080729833734343,0.131284688621505,0.2420570127404359,1,0.07661981392964867,0.18921405003348013,0,0,0.88166226777748,0.8799985791654843,0.6744974676509554,0.7156708343774578,0.7588486394897682,deployment_shift,GAN,oversampling,0,1,0.9521519336067814
PRJ_580,2025,finance,EfficientNet,116436,0.3727203612818418,0.20107910604827753,0.11587787008963774,0,0.34767174146891133,0.3051421911585487,0,0,0.745356171225442,0.9261182624879555,0.8006838134950331,0.6544764958694109,0.9362994518746728,label_noise,GAN,none,0,0,0.7593112673717043
PRJ_581,2024,finance,Transformer,25833,0.6177077067557456,0.03882090017957037,0.06291610876136769,0,0.2944640988411602,0.005463953374116804,0,0,0.6718196494082702,0.576987175582842,0.6884098030739854,0.548703578344302,0.8198639115786243,deployment_shift,MixUp,class_weight,0,0,0.6263091001318813
PRJ_582,2026,finance,Transformer,33741,0.6422067217504072,0.16602000805002448,0.09057324957912155,0,0.42464397130904963,0.1567824560568609,0,0,0.6460205110167222,0.7768226089996174,0.9233274567511471,0.4641079144770628,0.7814931146241422,model_complexity,SMOTE,oversampling,0,0,0.5219566296851721
PRJ_583,2025,fraud,XGBoost,89523,0.3789783106361493,0.05667752005173737,0.06413010683145198,0,0.47953055272128886,0.3696327736363054,1,0,0.5213320272826985,0.587812390664419,0.8293112544815472,0.32652200973658957,0.9414034014487497,class_imbalance,SMOTE,none,1,1,0.5469241796342649
PRJ_584,2018,computer_vision,Hybrid,52689,0.2868249909082262,0.15644658651176685,0.2154860228952478,0,0.07527224100360386,0.029344303806767825,0,0,0.6966850293960288,0.8923871605813947,0.7427479455829362,0.6275236148646255,0.7174168136963044,deployment_shift,MixUp,oversampling,0,0,0.6785181119290953
PRJ_585,2018,finance,Hybrid,74037,0.5642962142769528,0.06363761961658197,0.11827363452484368,1,0.1028328160641574,0.021189162418440335,1,1,0.8874455261383718,0.5452926787730509,0.5567137133729207,0.7216740596978725,0.6116109552145208,label_noise,SMOTE,none,0,0,0.9513198983304385
PRJ_586,2024,computer_vision,Transformer,119711,0.26038458677441106,0.1605221249337644,0.1993722444282543,1,0.6327283860075664,0.096835466514202,0,0,0.7383230129559879,0.7232389538415407,0.5342537836707761,0.6411410983154843,0.6590112814838898,data_quality,SMOTE,oversampling,1,1,0.8033631200691644
PRJ_587,2025,finance,Hybrid,19658,0.09299754896105861,0.012266129247200863,0.019507967663463827,0,0.21598527572950332,0.2914569294867601,0,1,0.8538898013258259,0.6069478681873959,0.7989424681812995,0.6815569632210067,0.8730586327787928,class_imbalance,MixUp,undersampling,0,0,0.8551438543232655
PRJ_588,2025,finance,DenseNet,25528,0.16673933369635577,0.0629479749271684,0.24546932408815145,1,0.5895053841754254,0.13780074205698467,0,1,0.7807814135881304,0.636995300236295,0.7525583592353372,0.6563631594669136,0.9355417288691144,data_quality,none,undersampling,0,1,0.7925472723371132
PRJ_589,2019,medical,Hybrid,6156,0.39104552718009705,0.20526290117651114,0.053885821276136336,1,0.8851049850905204,0.0032802837710582456,0,0,0.6678618979436021,0.6362971431899926,0.7891538147352901,0.5896357010356643,0.8452148364426386,deployment_shift,GAN,undersampling,0,0,0.6412966692603302
PRJ_590,2019,fraud,Transformer,93163,0.3478451045964603,0.060004878379747946,0.24332003790835202,0,0.12009070657155119,0.0022652002103186854,0,1,0.6399990091430473,0.9542317571301968,0.6129121938820169,0.46311897321232204,0.7914714251795192,deployment_shift,MixUp,oversampling,1,0,0.7021922477381994
PRJ_591,2019,finance,CNN,73163,0.519739279157144,0.23498330438471085,0.10792436141023323,0,0.42059057415689416,0.30600092959668923,1,0,0.6008022684845531,0.9757318398729098,0.7839682634353651,0.50183135901176,0.6578635518931897,model_complexity,GAN,oversampling,1,1,0.5673960519391932
PRJ_592,2018,medical,CNN,45364,0.25618512951975275,0.22441622072643486,0.022883779370701435,0,0.9585162750026057,0.10432337087711052,0,1,0.6039003744410303,0.8317291615080462,0.9356364538086973,0.4711768301383297,0.8896183359149521,poor_generalization,none,class_weight,0,1,0.6115233471135381
PRJ_593,2020,finance,CNN,111645,0.4219332467203805,0.15841752656763738,0.10280684065791512,0,0.9710724586278197,0.3916952673279938,0,0,0.607518838466791,0.6069808654203976,0.9860210470883117,0.40771406619059797,0.6499746975488476,poor_generalization,none,undersampling,0,0,0.4720561703675845
PRJ_594,2022,fraud,DenseNet,97775,0.43640676155339453,0.13032604143549884,0.03761213769330407,0,0.26734471215885336,0.2583666105622056,1,0,0.6863866992744547,0.943265335352584,0.7811412513837614,0.5345311244610887,0.688234530846805,data_quality,MixUp,class_weight,1,0,0.7509762805619644
PRJ_595,2018,medical,DenseNet,25442,0.1570689579171935,0.18432300279514974,0.22831140487207902,1,0.694965268818639,0.12335783678605844,1,0,0.5927873808631143,0.5077075830382696,0.9084302402705112,0.524616594785779,0.7051843650334736,data_quality,SMOTE,class_weight,0,0,0.575834100980897
PRJ_596,2023,fraud,XGBoost,26100,0.05,0.22866923689265078,0.24752744593372927,0,0.5513305496923012,0.24216014878133768,0,0,0.8111166321678762,0.6461666556416912,0.6651555026984233,0.716726087017145,0.8385300874048183,deployment_shift,none,undersampling,0,0,0.8156878792995716
PRJ_597,2024,nlp,XGBoost,36917,0.11825564094030026,0.2559334167471109,0.054937575041719866,0,0.22626958475843517,0.3171609113318543,0,0,0.5259088798100807,0.6679569225533448,0.5671192095468718,0.36508476420740377,0.6259604205997228,data_quality,MixUp,undersampling,1,1,0.45739048938008653
PRJ_598,2023,finance,DenseNet,60785,0.46792538986114335,0.004961834786962982,0.04670197454762462,0,0.32135230581522534,0.39582592329512273,0,0,0.7619621208471324,0.896422266918561,0.7163212403020179,0.655598218676538,0.7638294210656763,model_complexity,MixUp,oversampling,1,0,0.9020947488887594
PRJ_599,2024,nlp,Hybrid,111452,0.17091153076938734,0.12120603085884406,0.004042384988629938,0,0.6532715658327437,0.021478875175749715,0,0,0.7366675282374016,0.7900881848982669,0.8308825773636979,0.6847688539647773,0.8523975487596652,poor_generalization,none,undersampling,0,0,0.7350095767465809
PRJ_600,2021,fraud,XGBoost,31978,0.3200871222907267,0.0770224804024648,0.025222200526464733,0,0.13445704076706444,0.11576205228176506,0,0,0.7422281095575721,0.7655015648714812,0.8414822093443436,0.5902471784654959,0.8230867976306547,deployment_shift,SMOTE,none,1,0,0.7688334200976479
PRJ_601,2026,medical,CNN,100270,0.1200354942912882,0.11571969836994997,0.19477604683466165,0,0.10972380124712011,0.04870079905907137,0,0,0.7899157204781742,0.5174529295365546,0.7708207539165266,0.7309867909474008,0.7357457848900464,data_quality,none,none,0,1,0.8972884528722153
PRJ_602,2025,medical,CNN,87206,0.26394560453026294,0.0790718852755803,0.052131885074796935,0,0.38765990055879906,0.17030464597212208,0,0,0.8060253725462256,0.8477378020945388,0.7192144460055903,0.613837810706051,0.7932752738191203,label_noise,none,class_weight,0,0,0.8072052520528316
PRJ_603,2020,computer_vision,DenseNet,40651,0.05,0.13534920110627877,0.15091113112649696,0,0.7381817272209178,0.28244891139674283,1,0,0.8582080481523304,0.913207464424441,0.7882199293213938,0.6782730047234921,0.9059303493846029,data_quality,GAN,oversampling,1,1,0.9063574454793251
PRJ_604,2021,computer_vision,XGBoost,87255,0.45828373020097235,0.011995838639352241,0.11975593290229347,0,0.16485674094655012,0.06957912064167729,0,0,0.7397166328880566,0.8573458669573785,0.7839193731696529,0.6778892783024627,0.9419635637657546,label_noise,none,class_weight,0,0,0.7852699880848831
PRJ_605,2019,finance,XGBoost,97446,0.16499300058887922,0.17488588480935607,0.017380385063298864,1,0.5052553902509103,0.09893786845733761,0,0,0.5190732576999053,0.9380164357606325,0.7175454633497622,0.45990482640104025,0.7873833343837213,label_noise,SMOTE,oversampling,1,0,0.6982798364304907
PRJ_606,2020,recommender,Hybrid,26809,0.23914532586081746,0.18088428920718125,0.13964335542706652,0,0.8831656779756176,0.06681606544800736,0,0,0.6520029456963008,0.7201796039844077,0.9438546158761549,0.47250741846953215,0.6883566318634509,label_noise,MixUp,class_weight,0,1,0.6544700825271441
PRJ_607,2021,recommender,Hybrid,15419,0.4019645463901736,0.06828317359253173,0.24682849555266526,1,0.13696512380929482,0.19529645177337224,0,0,0.723954462450695,0.86081481800235,0.5704425602851994,0.5696085737442244,0.9069595449415729,deployment_shift,MixUp,none,0,1,0.6432888905725249
PRJ_608,2018,recommender,EfficientNet,38879,0.05051125094133919,0.19856716641027009,0.13760759698678013,0,0.05843099085457515,0.2241080302387892,0,1,0.5488341686604931,0.9535587095900662,0.849116494906565,0.48192948959474424,0.9241661225038075,poor_generalization,none,none,1,1,0.5463916045493026
PRJ_609,2025,medical,CNN,24136,0.05,0.18854862902671862,0.04316413395809973,1,0.7480893657031265,0.26657064565956523,0,0,0.6034560946549287,0.5932819298173299,0.9473552277134327,0.483246965235609,0.6869876007044927,class_imbalance,none,oversampling,0,1,0.5798569849405322
PRJ_610,2025,finance,Transformer,20693,0.30470718607876096,0.05196108922797362,0.013602531937544488,0,0.1507369930311684,0.24822367816759947,0,0,0.7626627826491381,0.8808374526970918,0.7728515080164742,0.5871116132786705,0.8196706242156258,model_complexity,GAN,class_weight,1,0,0.7117746945518586
PRJ_611,2024,computer_vision,Transformer,41450,0.5772947667195524,0.11284419300314705,0.11695950328117874,0,0.6800610283068366,0.35891306885420876,0,0,0.6677559351873558,0.7713506236283225,0.8995051856761793,0.5910147139390496,0.6126892134045345,label_noise,SMOTE,none,1,0,0.825900732295902
PRJ_612,2024,nlp,Transformer,59239,0.13253981410243162,0.28662424942382897,0.10341118871134955,0,0.5587234082125524,0.023218534807401527,0,0,0.8809682779013825,0.9085424734598248,0.9124734647302788,0.7073986355861274,0.6829770506446751,class_imbalance,SMOTE,undersampling,0,0,0.853608861081391
PRJ_613,2018,medical,Transformer,13817,0.05069056732981651,0.016647216321318204,0.0006318874579772371,0,0.14684816907342613,0.22041254107206282,0,0,0.5404604231673714,0.9666293337904269,0.5978492696515199,0.37162281814276865,0.8675973013199856,deployment_shift,SMOTE,undersampling,0,0,0.613909080619436
PRJ_614,2020,finance,CNN,92144,0.29343002955300257,0.1252568418322591,0.0751477806952296,0,0.854000823496369,0.22865588930805916,0,0,0.7626487797892516,0.7248636541618909,0.6392460016786934,0.5748209721004152,0.9301070947486723,data_quality,none,oversampling,1,0,0.7049400469214696
PRJ_615,2018,computer_vision,Hybrid,69610,0.0694566751081347,0.15825435596656343,0.08355382334268996,0,0.9316080954659239,0.3890313670637904,0,0,0.5831553416419988,0.9265559121183622,0.699980036691237,0.4131066127310254,0.8554689598273273,model_complexity,SMOTE,none,0,1,0.5880102158038949
PRJ_616,2019,finance,Hybrid,115685,0.17483892203050233,0.2896552897058768,0.1317407664563729,0,0.5015786499064562,0.34664329157166357,0,1,0.7214235175349042,0.5359430614261018,0.6341630344821694,0.5353336606126815,0.6280726977348041,model_complexity,GAN,class_weight,1,0,0.7102507096429165
PRJ_617,2021,medical,XGBoost,43901,0.38458553968057446,0.14610461751008189,0.10633364898511319,0,0.1966007968148903,0.34427554022959583,0,1,0.6702001794987884,0.6417338609555031,0.9497134110869234,0.4894187224389602,0.8767872298851019,model_complexity,GAN,undersampling,0,1,0.6184638525834535
PRJ_618,2023,fraud,Transformer,94594,0.622640576337337,0.22939876656877342,0.060983140952554055,0,0.6456041128446274,0.28464309104201163,1,0,0.8355384063350151,0.8066206028996692,0.7001969271918261,0.7291559782852656,0.6041493526235854,label_noise,GAN,none,0,0,0.8855899704565018
PRJ_619,2025,nlp,DenseNet,83824,0.3966397819931468,0.022161125372240287,0.07147657259874465,1,0.7054326956974029,0.3188307226251026,0,0,0.6466834591568975,0.5552419100330093,0.9147453365024545,0.503425881376321,0.8434265526054349,model_complexity,SMOTE,undersampling,0,0,0.5664106059722893
PRJ_620,2023,fraud,Hybrid,49474,0.19898941505328416,0.1331214832233493,0.030141123955500088,0,0.02762975580841509,0.32953620606847756,0,0,0.5479760735430144,0.618574036618251,0.7130500769904301,0.38909202445546903,0.8556981946516917,poor_generalization,GAN,none,0,0,0.5530359057621661
PRJ_621,2019,recommender,Hybrid,38086,0.38467850990983216,0.2946793684067089,0.17715510010878274,0,0.09326012018083174,0.3683544631320781,0,1,0.5249797422667127,0.9724378209552722,0.5030643236568404,0.4697056352734169,0.7624473155195561,deployment_shift,GAN,class_weight,0,1,0.5533872250754229
PRJ_622,2024,finance,EfficientNet,95461,0.14898317376211032,0.28207025786186685,0.17322728789202022,0,0.8119879690459179,0.07757008972790956,0,0,0.8470475464756531,0.9097588023752932,0.8088096907769777,0.7420790495246561,0.9481447056936974,label_noise,MixUp,oversampling,1,0,0.8007217894346558
PRJ_623,2019,recommender,XGBoost,64094,0.15012620389446224,0.2290653702178156,0.2400515517966183,0,0.6313896816144785,0.09683958293053761,0,0,0.6104545665212775,0.9422089874223188,0.5562772536827578,0.5234771178598202,0.8379091952497297,deployment_shift,GAN,none,0,0,0.6862004349794802
PRJ_624,2026,computer_vision,Transformer,86323,0.2030724966440848,0.10971475715371412,0.18158925442852067,0,0.20768409539759758,0.3647167761466409,0,0,0.6824279720416051,0.5751074477334629,0.8293621671137031,0.5503410657265619,0.6526892846425876,label_noise,none,oversampling,1,0,0.7089985608692594
PRJ_625,2021,finance,EfficientNet,15499,0.16945111265701399,0.11548526517856414,0.061523534023861015,1,0.36164532775501956,0.2405504845772642,0,0,0.7309637793175269,0.9573478717606073,0.8372205356834342,0.618290501391959,0.7413065514367255,label_noise,MixUp,undersampling,1,0,0.7014517485980174
PRJ_626,2020,medical,EfficientNet,88101,0.3526028914550907,0.19606821766355784,0.2098427158844726,1,0.6949674606058467,0.16053017757648957,0,0,0.8777951519380975,0.5849197166506239,0.5531529106564756,0.786856892808187,0.9173598304003938,deployment_shift,MixUp,none,1,0,0.8707891090595308
PRJ_627,2023,finance,DenseNet,59926,0.2772455747006247,0.09042747353956754,0.050217683922914425,0,0.9468960253420421,0.012825808593668464,0,0,0.8097042273729805,0.5438847818838373,0.7396380401469441,0.6528175358858914,0.8550487397814225,class_imbalance,MixUp,none,0,0,0.8298078390380879
PRJ_628,2019,fraud,XGBoost,87691,0.3486758128553699,0.207700849472917,0.22785680471328687,0,0.20247856414138,0.2673037748832698,0,0,0.7006256613282537,0.7059798399478994,0.8268997546668084,0.5963557093487952,0.9482684633677365,poor_generalization,GAN,oversampling,1,0,0.6805056081930269
PRJ_629,2021,fraud,Hybrid,23199,0.16891066296121485,0.2832996707244875,0.15268712373857737,0,0.35064928295401865,0.09658569127968644,0,0,0.7863400062107244,0.5622494491339739,0.9574391903086852,0.6220445445211513,0.6490935247107091,label_noise,SMOTE,class_weight,0,0,0.7246073994317397
PRJ_630,2020,fraud,CNN,99312,0.13112682435281103,0.1187009742288948,0.047149732817898,0,0.21936806506527007,0.29368733581154755,0,0,0.7246530133137519,0.6486502996128196,0.7352707430229877,0.5707317542363868,0.6326248740624445,label_noise,MixUp,oversampling,0,0,0.727155726277328
PRJ_631,2023,computer_vision,XGBoost,91700,0.42470814015575725,0.2805486032240334,0.23872697723375086,0,0.9959910509461052,0.20326292262405904,0,0,0.8835618419380822,0.5023999124086853,0.7545568462444396,0.7079274317366335,0.7944315333459084,model_complexity,MixUp,oversampling,1,0,0.8306924398961777
PRJ_632,2023,medical,XGBoost,94949,0.23563009191762327,0.2566008390906944,0.1687859636109621,0,0.31347528993410156,0.26603097599937126,0,0,0.5680932129753322,0.7134510436614185,0.9909588922507071,0.48962867925343057,0.8743707783877209,data_quality,none,oversampling,1,0,0.7249288030622749
PRJ_633,2019,fraud,EfficientNet,3739,0.3387620784238692,0.08114073168495264,0.011658975115397596,0,0.27192953745748727,0.1536427258703169,0,1,0.6729390953352526,0.7646225284797366,0.5049854857783114,0.4988222349383106,0.7184623129346406,data_quality,GAN,oversampling,0,0,0.5537549725979127
PRJ_634,2023,finance,DenseNet,36866,0.6672711007926193,0.15229442580528738,0.07889332704499377,0,0.34685701092888954,0.01462792494518328,0,0,0.8964341352541438,0.6627344943383113,0.834118508488672,0.7817194151985206,0.8509094614590471,class_imbalance,SMOTE,undersampling,0,1,1.0
PRJ_635,2023,fraud,XGBoost,19950,0.27599617142178323,0.2136563945938477,0.07926844234076455,0,0.37550797776226175,0.17891661594905123,0,0,0.7158026295937182,0.8598275366390571,0.5110643372107908,0.562164544083039,0.797695785776003,poor_generalization,MixUp,oversampling,1,0,0.6964325074052486
PRJ_636,2023,finance,DenseNet,95305,0.17112881103909866,0.11383361606428542,0.20953313140134025,0,0.23462226700628208,0.10494783411558989,0,0,0.6252644571448716,0.7321352024819802,0.5100171920386076,0.48974896341277613,0.6493427679465399,label_noise,SMOTE,oversampling,0,1,0.6694338470869325
PRJ_637,2026,fraud,Hybrid,36045,0.256176693926964,0.03783482122338998,0.10932400429172251,0,0.6591299126231607,0.02023022643160415,0,0,0.7928393023204527,0.6630925306389546,0.9804587157790308,0.6403310073489401,0.6639431844489839,class_imbalance,none,none,0,0,0.7464231047193092
PRJ_638,2026,medical,EfficientNet,114940,0.15743792257036357,0.09300490674655468,0.09818754588467749,0,0.5654434995653427,0.17451574371747772,0,0,0.6426224894753425,0.7153583108040051,0.7508514920881746,0.46769411818265433,0.9154161926841106,label_noise,MixUp,none,0,1,0.5265634905733746
PRJ_639,2025,computer_vision,EfficientNet,20131,0.17719021142112729,0.11170134551561431,0.0795691365298701,0,0.8527299652785476,0.09885802801211732,0,0,0.7484533627393326,0.7289547034823577,0.7835822731479354,0.673813813181239,0.914768793156441,model_complexity,SMOTE,undersampling,1,1,0.8930100716704417
PRJ_640,2022,fraud,EfficientNet,66485,0.222842870724362,0.1294096369164006,0.11149131760110143,0,0.330357688699061,0.09245613680393908,1,0,0.6234430726541746,0.5883068462870614,0.7743598027915247,0.48233961513251306,0.7683735167966157,data_quality,MixUp,none,0,0,0.5693726242157535
PRJ_641,2021,computer_vision,Hybrid,21432,0.45600969371230904,0.19471334018046418,0.22070294971684268,0,0.20557172534840662,0.02857535320353133,0,0,0.573652009232474,0.8511066842041624,0.7384214019577299,0.3975977834246761,0.7092820821457764,poor_generalization,GAN,undersampling,0,1,0.4719091093283299
PRJ_642,2025,medical,DenseNet,99720,0.533924966497254,0.04284297773480088,0.051244985801086385,0,0.20228794187253796,0.1552110473366057,0,0,0.7743646422880655,0.8845468365982416,0.6969664893231236,0.640329974258326,0.8553284999855684,class_imbalance,GAN,undersampling,0,0,0.7311056427826459
PRJ_643,2019,computer_vision,Hybrid,79450,0.38820994385414953,0.1942747632812935,0.0009032331335596666,0,0.5435360976472599,0.21031172272731427,0,0,0.6014777180354047,0.5137464448158873,0.5323501652519942,0.4773940152044675,0.8568545305244946,class_imbalance,none,class_weight,0,0,0.6511314851468617
PRJ_644,2018,recommender,Transformer,29168,0.377577688135997,0.15813717653330925,0.11640798038978425,0,0.8763044229591579,0.22890711554577942,0,0,0.8998678572492136,0.5171660855714266,0.9912821002927137,0.791553159431677,0.9028022671699799,label_noise,MixUp,class_weight,0,0,0.9189529712825388
PRJ_645,2021,medical,Transformer,11940,0.23549027853040924,0.2833681110801443,0.11104314619195263,1,0.09445705126871917,0.148321679017939,0,0,0.7646258272693622,0.8282065671148364,0.582108479113673,0.6113383463725388,0.6195930997015902,model_complexity,none,class_weight,0,1,0.8356544914234354
PRJ_646,2019,finance,EfficientNet,34747,0.446980554835605,0.14848564011149748,0.2364344898505735,1,0.25734198818953224,0.10793338131643773,0,0,0.7990298544216441,0.5645919589043747,0.9287074233254005,0.6394484596971572,0.7953967835413704,class_imbalance,MixUp,class_weight,1,1,0.6987191135840132
PRJ_647,2019,medical,CNN,51806,0.5502383853821107,0.12127881451954592,0.09841904597225534,0,0.8342555035851719,0.12167299105140646,0,0,0.6211021482471812,0.5263366659148485,0.9445724809978927,0.5020025865405756,0.6767145209783161,label_noise,none,class_weight,0,0,0.6023544638496652
PRJ_648,2020,nlp,XGBoost,75919,0.41488195587076093,0.16147582390342968,0.20282221348650994,0,0.3969320510616584,0.23366469251041966,0,0,0.5865772333646686,0.7419517465109207,0.9070274361560047,0.41613775715852713,0.9338632723642091,model_complexity,MixUp,class_weight,0,0,0.5460654536573143
PRJ_649,2019,fraud,DenseNet,19695,0.19487009425016252,0.08567630393821689,0.16339055548950623,0,0.6382509853969889,0.35430467764504775,0,0,0.7622263603827893,0.985912212339703,0.6794673801265241,0.6233598825714279,0.7418443495814578,class_imbalance,GAN,undersampling,1,0,0.6932920475413306
PRJ_650,2020,computer_vision,EfficientNet,7346,0.38567797518475255,0.017227043820673502,0.15991549601163524,0,0.8850758625429482,0.2317899962774834,0,0,0.7280481940460226,0.9428737668594162,0.6491285781882423,0.6611127123869303,0.8611666691610564,deployment_shift,MixUp,class_weight,1,1,0.8928946532816731
PRJ_651,2025,recommender,Hybrid,13579,0.33405762150705254,0.256066909086199,0.1471807725767685,0,0.8722751960031923,0.16713682467188573,0,0,0.8494836701569943,0.9680367509313935,0.9513702305460008,0.6810654068021691,0.7901473104713369,poor_generalization,none,oversampling,0,1,0.8658143328117727
PRJ_652,2020,medical,DenseNet,15937,0.1693797346595149,0.13621860141701422,0.12319010599977251,1,0.14416326017432823,0.34920684397643276,0,0,0.6525347907660672,0.773368473991934,0.7784742093141315,0.5747445644114071,0.8531755141015844,label_noise,none,undersampling,0,0,0.695807817276478
PRJ_653,2022,recommender,CNN,97275,0.14961069965612142,0.06317333460875603,0.1296328583291771,0,0.9978363962915615,0.3600118282138871,1,0,0.7154035492056454,0.8077514266912496,0.5642729788022552,0.6272404755263152,0.8178096541095572,model_complexity,GAN,class_weight,0,1,0.6916953095345553
