Region,SubRegion,Country,DrugGroup,DrugSubGroup,DrugName,Reference year,Kilograms,msCode
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2020,8963.660511,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2020,1.1344478,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2020,9380.406239,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2020,584.4243348,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2020,4.63403,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cocaine-type,Cocaine,Cocaine hydrochloride,2020,0.157019,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Heroin,2020,70.08828811,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Opium,2020,0.0583492,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Poppy plants,2020,1071.4,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,"Poppy straw (seed heads, pods or capsules)",2020,30.6227254,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Sedatives and tranquillizers,Benzodiazepines,Diazepam,2020,0.0002502,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2021,0.02,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2021,15.968,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,11487.331,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2021,1033.213,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Heroin,2021,76.575,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Illicit morphine,2021,0.077,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Opium,2021,52.895,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2022,10.02523,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2022,4.94294,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2022,0.02275,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,Methcathinone,2022,316.19928,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Amphetamine-type stimulants (excluding “ecstasy”),Prescription stimulants,Methylphenidate,2022,0.00043,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2022,5782.679,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2022,1.7891,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2022,8166.13895,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2022,918.936,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2022,3.36732,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2022,9.55642,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cocaine-type,Cocaine,Cocaine hydrochloride,2022,0.00271,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cocaine-type,Cocaine,"Other smokable forms of cocaine (consumer products such as basuco, merla, paco, pasta base, etc.) (please specify)",2022,0.00536,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2022,0.00001,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Hallucinogens,Other Hallucinogens,Dimethyltryptamine (DMT),2022,0.00012,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Hallucinogens,Other Hallucinogens,Psilocybine,2022,0.00227,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,NPS,Phenethylamines,2C (psychedelics),2022,0.00005,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,NPS,Synthetic cannabinoids (Spice),Synthetic cannabinoids (“Spice”),2022,0.37356,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,NPS,Synthetic cathinones,Synthetic cathinones,2022,252.94339,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Heroin,2022,102.064,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Illicit morphine,2022,0.000001,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Opium,2022,70.6,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Poppy plants,2022,6.11012,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,"Poppy straw (seed heads, pods or capsules)",2022,293.11277,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Other illicit opiates,Acetylated opium,2022,0.00494,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Other illicit opiates,Other illicit opiates,2022,0.13705,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Other illicit opioids,Other illicit opioids,2022,0.02666,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Pharmaceutical opioids,Fentanyl,2022,0.40099,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Pharmaceutical opioids,Methadone,2022,0.23906,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Precursors,Non-specified precursors,Other precursors,2022,0.07497,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Precursors,Precursors,Acetic anhydride,2022,0.00157,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Precursors,Precursors,Acetone,2022,1325.84558,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Precursors,Precursors,Ephedrine,2022,1.54071,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Precursors,Precursors,Sulphuric acid,2022,91.138,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Sedatives and tranquillizers,Barbiturates,Barbiturates,2022,0.00361,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Sedatives and tranquillizers,Barbiturates,Methaqualone,2022,0.028,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2022,0.00037,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2023,7671,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2023,809,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2023,26000,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2023,1025,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2019,9691,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2019,0,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2019,709,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Cocaine-type,Cocaine,Cocaine hydrochloride,2019,0,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2019,0,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Heroin,2019,1152,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Illicit morphine,2019,0,KAZ
Asia,Central Asia and Transcaucasia,Kazakhstan,Opioids,Opiates,Opium,2019,1,KAZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2020,0.001,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2020,3.511,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,Cathinone,2020,1.844,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"Mephedrone (4-methylmethcathinone, 4-MMC)",2020,0.01,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2020,232.276,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2020,2.155,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2020,284.214,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2020,509.956,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2020,747.487,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,NPS,Synthetic cannabinoids (Spice),Synthetic cannabinoids (“Spice”),2020,0.003,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,NPS,Synthetic cannabinoids (Spice),Synthetic cannabinoids (“Spice”),2020,0.014,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,Heroin,2020,16.493,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,Opium,2020,9.244,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,Poppy plants,2020,1.737,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,"Poppy straw (seed heads, pods or capsules)",2020,0.04,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2021,0.008,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2021,9.908,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,Cathinone,2021,10.386,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"Mephedrone (4-methylmethcathinone, 4-MMC)",2021,0.04,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,361.152,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2021,1.967,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2021,338.746,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2021,245.93,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,Heroin,2021,449.132,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,Opium,2021,30.998,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,Poppy plants,2021,0.0905,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,"Poppy straw (seed heads, pods or capsules)",2021,1.618,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2022,65.922,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,Other stimulants,2022,0.001,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2022,434.136,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2022,0.081,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2022,26.867,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2022,284.201,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2022,50.653,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2022,23.249,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,NPS,Synthetic cannabinoids (Spice),Synthetic cannabinoids (“Spice”),2022,0.484,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,NPS,Synthetic cathinones,Synthetic cathinones,2022,13.206,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,NPS,Synthetic cathinones,Synthetic cathinones,2022,9.646,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,Heroin,2022,100.931,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,Opium,2022,11.861,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Precursors,Non-specified precursors,Other precursors,2022,5675.361,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Precursors,Non-specified precursors,Other precursors,2022,118.22,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Precursors,Non-specified precursors,Other precursors,2022,142,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2023,0.004,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2023,0.001,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"Mephedrone (4-methylmethcathinone, 4-MMC)",2023,149.56,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2023,264.551,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2023,2.688,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2023,113.634,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2023,234.57,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2023,10.488,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2023,87.2,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,NPS,Synthetic cathinones,Synthetic cathinones,2023,0.522,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,Heroin,2023,14.435,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,Opium,2023,5.294,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Precursors,Non-specified precursors,Other precursors,2023,3807.788,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Precursors,Precursors,Hydrochloric acid,2023,573.213,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Precursors,Precursors,Sulphuric acid,2023,2218.75,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2019,0,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Any other drugs/substances,Other miscellaneous,Psychotropic substances,2019,5,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2019,1141,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2019,1,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2019,14324,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2019,466,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2019,170,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,Heroin,2019,54,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opiates,Poppy plants,2019,0,KGZ
Asia,Central Asia and Transcaucasia,Kyrgyzstan,Precursors,Non-specified precursors,Non-specified precursors,2019,3,KGZ
Asia,Central Asia and Transcaucasia,Tajikistan,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2020,1.5342,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2020,39.88,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2020,0.06579,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2020,1315.669,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2020,158.915,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Opiates,Heroin,2020,118.451,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Opiates,Opium,2020,788.795,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Pharmaceutical opioids,Methadone,2020,0.356,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Pharmaceutical opioids,Tramadol,2020,0.1742,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Sedatives and tranquillizers,Barbiturates,Barbiturates,2020,0.037,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2020,0.004,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2020,0.00141,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2021,1.5264,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2021,2.007,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2021,101.474,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,142.352,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2021,154703.8,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2021,2989.441,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Opiates,Heroin,2021,251.915,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Opiates,Opium,2021,593.936,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Pharmaceutical opioids,Tramadol,2021,0.0015,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Sedatives and tranquillizers,Barbiturates,Barbiturates,2021,0.029,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2021,0.1,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2022,0.089,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2022,91.413,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2022,155.658,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2022,90978.2,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2022,3597.288,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Opiates,Heroin,2022,243.588,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Opiates,Opium,2022,870.355,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Sedatives and tranquillizers,Barbiturates,Barbiturates,2022,0.007,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2023,0.31,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2023,0.3657,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2023,68.221,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2023,90.33,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2023,233723.9,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2023,4294.159,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Opiates,Heroin,2023,422.48,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Opiates,Opium,2023,405.919,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Pharmaceutical opioids,Methadone,2023,0.092,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Sedatives and tranquillizers,Barbiturates,Barbiturates,2023,0.077,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Sedatives and tranquillizers,Barbiturates,Barbiturates,2023,0.0176,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2019,5,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2019,61,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2019,223802,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Opiates,Heroin,2019,172,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Opioids,Opiates,Opium,2019,788,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,“Ecstasy”-type substances,“Ecstasy”-type substances,"Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2019,2,TJK
Asia,Central Asia and Transcaucasia,Tajikistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2019,2,TJK
Asia,Central Asia and Transcaucasia,Uzbekistan,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2020,0.070483,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2020,0.00906,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"Mephedrone (4-methylmethcathinone, 4-MMC)",2020,0.15051,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2020,19.96095,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2020,1.2297,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2020,692.8049,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2020,127.2547,UZB
